iter	RMSE
217	0.1165054974
218	0.1162346267
219	0.1159703039
220	0.1157255968
221	0.1154138605
222	0.115135469
223	0.114903508
224	0.1146626676
225	0.1144635043
226	0.1141992359
227	0.1139683108
228	0.113739786
229	0.1135213945
230	0.1132570463
231	0.1130152959
232	0.1127539412
233	0.1124742262
234	0.1122689352
235	0.1120283238
236	0.1118097385
237	0.1115659893
238	0.1112821998
239	0.11106699
240	0.1108531847
241	0.1106523348
242	0.1104335998
243	0.1102288779
244	0.1100049581
245	0.1097859282
246	0.1095456215
247	0.1092892651
248	0.1091261372
249	0.1089401079
250	0.1087366461
251	0.1084860029
252	0.1083046381
253	0.108141424
254	0.1079628123
255	0.1077083608
256	0.1075148847
257	0.1073450424
258	0.107152451
259	0.1070049888
260	0.1068489625
261	0.1067072102
262	0.1065468458
263	0.1063755054
264	0.1062373046
265	0.1060260104
266	0.1058996529
267	0.1056187661
268	0.1054429984
269	0.1052892593
270	0.1051084215
271	0.104919049
272	0.1047616846
273	0.1045971654
274	0.1043826803
275	0.1042468266
276	0.1041077613
277	0.1039333698
278	0.1037632357
279	0.1036025934
280	0.1034376223
281	0.10328432
282	0.1031546512
283	0.1029861855
284	0.102794389
285	0.1026360537
286	0.1025111249
287	0.1023872078
288	0.1022339253
289	0.1020832333
290	0.1018925406
291	0.1017492867
292	0.101613267
293	0.1014533475
294	0.1013025286
295	0.1011594689
296	0.1009999179
297	0.1008744273
298	0.1006757591
299	0.1004828283
300	0.1003383643
301	0.1002025552
302	0.1000176208
303	0.09981215282
304	0.09964023441
305	0.09953125382
306	0.0994184109
307	0.09928744933
308	0.09912519446
309	0.09902513194
310	0.09889840433
311	0.09879590388
312	0.09866565926
313	0.09851959777
314	0.0983715411
315	0.09826005044
316	0.09812033936
317	0.09800659634
318	0.09781824379
319	0.09771973985
320	0.09758383447
321	0.09741402683
322	0.09725847841
323	0.09715523406
324	0.09702476659
325	0.09689558997
326	0.09677859897
327	0.09666220477
328	0.096569606
329	0.09640740005
330	0.09630763673
331	0.09619748198
332	0.09604217263
333	0.09592447743
334	0.09580519202
335	0.09569623573
336	0.09558308061
337	0.09545346831
338	0.09533065883
339	0.09521531886
340	0.09511225752
341	0.09503281007
342	0.09490449996
343	0.0948080252
344	0.09471662196
345	0.09459534728
346	0.09450784417
347	0.0943921523
348	0.09429188073
349	0.09418176844
350	0.09405213813
351	0.09391543847
352	0.09383904101
353	0.09374170385
354	0.09363045733
355	0.09353547587
356	0.09339441007
357	0.09329034529
358	0.09320323688
359	0.09308972552
360	0.09295024466
361	0.09283563149
362	0.09270569679
363	0.09259743435
364	0.09248506593
365	0.0924180616
366	0.09234223349
367	0.09225398075
368	0.09215376034
369	0.09206407589
370	0.09196166396
371	0.09185486918
372	0.09178986509
373	0.09164876674
374	0.09155191566
375	0.0914453378
376	0.09132536759
377	0.09127172586
378	0.09120898698
379	0.09113073242
380	0.09104746742
381	0.09096014572
382	0.09090404592
383	0.09082612974
384	0.0906723653
385	0.09061063476
386	0.09054992062
387	0.09048454928
388	0.09039570705
389	0.09026282196
390	0.09016952964
391	0.09010046688
392	0.0900203637
393	0.08991418939
394	0.08982781952
395	0.08973966449
396	0.08966514784
397	0.08952145987
398	0.08936603167
399	0.08929075468
400	0.08922371895
401	0.08910647756
402	0.08902547042
403	0.08895583516
404	0.08888105643
405	0.08878628347
406	0.08870179035
407	0.08860749655
408	0.08852936344
409	0.08843666622
410	0.08833061621
411	0.08824250614
412	0.08816829743
413	0.08808789781
414	0.08798528429
415	0.08790655741
416	0.08781857485
417	0.08772909671
418	0.08764757536
419	0.08755576839
420	0.08749324885
421	0.08739739529
422	0.08732430198
423	0.08724888161
424	0.08718936904
425	0.08709288249
426	0.08700006816
427	0.08695180926
428	0.08688062821
429	0.08680968835
430	0.08671193241
431	0.0866177034
432	0.08654271139
433	0.08644975945
434	0.08639795011
435	0.08632161565
436	0.08620082684
437	0.0861402375
438	0.08606734125
439	0.08601367863
440	0.08593895301
441	0.08588766416
442	0.08578901201
443	0.08568875336
444	0.08552154342
445	0.08544252322
446	0.08539278353
447	0.08529549388
448	0.08524710055
449	0.08513391735
450	0.08508643037
451	0.08499728071
452	0.08492614385
453	0.08487723365
454	0.08475832861
455	0.08469642545
456	0.0846314557
457	0.08457064925
458	0.0845288699
459	0.08441684338
460	0.08435464182
461	0.08430382275
462	0.08421531848
463	0.08413232602
464	0.08407653512
465	0.08402082368
466	0.08396613447
467	0.0838727206
468	0.08380282028
469	0.08373203006
470	0.08364208429
471	0.0835704839
472	0.08350540188
473	0.08343127404
474	0.08333702474
475	0.0832396598
476	0.08318292543
477	0.08309204898
478	0.08303171477
479	0.08297399334
480	0.08291538121
481	0.08287377557
482	0.08280311449
483	0.08270108202
484	0.08265329058
485	0.08258607489
486	0.0824804479
487	0.08241494453
488	0.08235371787
489	0.08226939669
490	0.0822063647
491	0.08214286423
492	0.08206364265
493	0.08200113421
494	0.08194535438
495	0.08185949853
496	0.08178394148
497	0.08171964739
498	0.08163499604
499	0.08155768773
500	0.08148838131
501	0.08144033962
502	0.08138376554
503	0.08134329223
504	0.08129618677
505	0.08119412093
506	0.08113920826
507	0.08106210086
508	0.08096368883
509	0.08090244879
510	0.08083326761
511	0.08075908259
512	0.08067770034
513	0.08063522444
514	0.08052681988
515	0.08043225217
516	0.08038582152
517	0.08031521854
518	0.08027397531
519	0.08020254811
520	0.08015422132
521	0.08007783503
522	0.08001421862
523	0.07995893925
524	0.07989159457
525	0.07983321638
526	0.07977578517
527	0.07965460053
528	0.07962206438
529	0.07951122586
530	0.07940914002
531	0.07935567423
532	0.07928787135
533	0.07923752545
534	0.07914634783
535	0.07909191132
536	0.07904104343
537	0.07895427163
538	0.07884779273
539	0.07879087768
540	0.07869378666
541	0.07861193467
542	0.07855709532
543	0.07849336053
544	0.07843341772
545	0.07838693585
546	0.07834161527
547	0.07823098446
548	0.07814126827
549	0.07805002297
550	0.07800273453
551	0.07795162459
552	0.07790119563
553	0.0778502963
554	0.07778457771
555	0.07768750902
556	0.07761666629
557	0.07755604371
558	0.07747967196
559	0.07742841169
560	0.07736438793
561	0.07732335363
562	0.07725133102
563	0.07718520837
564	0.07713764638
565	0.07707714626
566	0.0769884422
567	0.07691596537
568	0.07686146712
569	0.07677455616
570	0.07673485814
571	0.07667322898
572	0.07658806268
573	0.07652678072
574	0.07647520252
575	0.07641786781
576	0.07637504321
577	0.07632309694
578	0.07626832021
579	0.07615616973
580	0.07609028099
581	0.07604546092
582	0.0759804147
583	0.07586273483
584	0.07578894872
585	0.07573587952
586	0.07567779799
587	0.0756251995
588	0.07553498577
589	0.07544990832
590	0.07537662758
591	0.0753075939
592	0.07520036148
593	0.07514259605
594	0.07506685938
595	0.07501201462
596	0.07494771316
597	0.07490305763
598	0.07483461777
599	0.0747253371
600	0.07469151241
601	0.07465189378
602	0.07457047383
603	0.07453410054
604	0.07446488672
605	0.0743780322
606	0.07433374481
607	0.07425671773
608	0.07414879977
609	0.07406307492
610	0.07398851825
611	0.07390520056
612	0.07384418478
613	0.07380035846
614	0.07373798864
615	0.07367472861
616	0.07362441735
617	0.07357291104
618	0.07351071886
619	0.07343402323
620	0.07335719825
621	0.07331717944
622	0.07325709604
623	0.07316004713
624	0.0731031663
625	0.07304118005
626	0.07296777682
627	0.07289194712
628	0.07284471342
629	0.0727475857
630	0.07268073528
631	0.07256090001
632	0.07251332021
633	0.07244759925
634	0.07234040066
635	0.072292085
636	0.07224050725
637	0.07220180051
638	0.07211341417
639	0.07203464069
640	0.07193690473
641	0.07185571885
642	0.07177684099
643	0.07171389165
644	0.0716539148
645	0.0715989177
646	0.07152595319
647	0.07147742864
648	0.07138997626
649	0.07127689507
650	0.0712221568
651	0.07115954313
652	0.07111354451
653	0.07104533776
654	0.0709964311
655	0.07090736849
656	0.07085291104
657	0.07077699169
658	0.07071179418
659	0.07064239276
660	0.07056509693
661	0.07051720805
662	0.07043271511
663	0.0703714952
664	0.07031293205
665	0.0702544567
666	0.07018855182
667	0.07009921684
668	0.07002458748
669	0.06993268998
670	0.06987409023
671	0.06982887024
672	0.06974011233
673	0.06968060846
674	0.0696099499
675	0.06955263602
676	0.0694809082
677	0.06939436102
678	0.06933162059
679	0.0692932337
680	0.06924159602
681	0.06920248886
682	0.06913238162
683	0.06905556608
684	0.0690053775
685	0.06895155769
686	0.06891052787
687	0.06885540917
688	0.06880616297
689	0.06875639384
690	0.06869742545
691	0.06864765743
692	0.06858941091
693	0.06851934265
694	0.06845856622
695	0.06841220393
696	0.06838002362
697	0.06829984677
698	0.06825859112
699	0.06819994264
700	0.06816644988
701	0.06811403851
702	0.06808441519
703	0.06803770037
704	0.06798095333
705	0.06791581651
706	0.06782337308
707	0.06778037862
708	0.06771864152
709	0.06766571674
710	0.06760537002
711	0.06757708812
712	0.06750196803
713	0.06744284325
714	0.06738404576
715	0.06732141455
716	0.06727095798
717	0.06720785527
718	0.06714108444
719	0.06708640593
720	0.06702212169
721	0.06695930897
722	0.0669022677
723	0.06685585085
724	0.06679503996
725	0.06671335309
726	0.06666831801
727	0.06661860025
728	0.06654477001
729	0.0665005077
730	0.06645336954
731	0.06641588955
732	0.06636777011
733	0.06630072443
734	0.06624594594
735	0.06618458642
736	0.06610917056
737	0.06603243166
738	0.06597407199
739	0.06593049643
740	0.06588021917
741	0.06581399711
742	0.06577464415
743	0.06572725754
744	0.06566468604
745	0.065611642
746	0.06556314727
747	0.06551136626
748	0.06548351052
749	0.06543508422
750	0.06539342106
751	0.06532132074
752	0.06526017948
753	0.06519461389
754	0.06515795047
755	0.06509101008
756	0.0650321819
757	0.06497493693
758	0.06492183309
759	0.06486598694
760	0.0647887743
761	0.06472755783
762	0.06466016256
763	0.06462307999
764	0.06457248565
765	0.06451184754
766	0.06447249372
767	0.06440454157
768	0.06437218637
769	0.06433757037
770	0.06428929565
771	0.06422343347
772	0.0641658537
773	0.06410741185
774	0.06403327243
775	0.06397590538
776	0.06393344753
777	0.06387099639
778	0.06382448453
779	0.06378540097
780	0.06373538591
781	0.0636921939
782	0.06364850372
783	0.06358953745
784	0.06354004464
785	0.06346629053
786	0.06339879599
787	0.06333085895
788	0.06326656522
789	0.06322036659
790	0.06315400289
791	0.06311861712
792	0.06305905247
793	0.06299266538
794	0.06294895569
795	0.06291437262
796	0.06283891477
797	0.06278101039
798	0.06274130337
799	0.06270466975
800	0.06265339206
801	0.06260894079
802	0.06257669692
803	0.06252924003
804	0.0624773519
805	0.06243858294
806	0.06237163456
807	0.06232119538
808	0.06229092273
809	0.06224809939
810	0.0622051789
811	0.06217298837
812	0.06212318137
813	0.06208490717
814	0.06203877818
815	0.06198411482
816	0.061919816
817	0.06188562061
818	0.06181273106
819	0.06178242895
820	0.06173718511
821	0.06170350028
822	0.06166991275
823	0.06161366271
824	0.06156206948
825	0.0615095486
826	0.06147361103
827	0.06141614629
828	0.0613645751
829	0.06131307371
830	0.06126081532
831	0.06120324643
832	0.0611510612
833	0.06110456645
834	0.06103898285
835	0.06097928822
836	0.06093799112
837	0.06088859558
838	0.06084039743
839	0.06078472525
840	0.06075890511
841	0.06069950472
842	0.06066255531
843	0.06061507946
844	0.06056285646
845	0.06052413009
846	0.06046014089
847	0.06042715008
848	0.06037289333
849	0.06030578446
850	0.06025808176
851	0.06020647479
852	0.06014530006
853	0.06009474891
854	0.06005287884
855	0.05999120868
856	0.05993074789
857	0.05986137483
858	0.05981733422
859	0.05976451629
860	0.05971583237
861	0.05969324012
862	0.05963648468
863	0.05957986154
864	0.0595211747
865	0.05946909398
866	0.05942034315
867	0.0593596527
868	0.05929998003
869	0.05924447731
870	0.05920284434
871	0.05914970389
872	0.05909753418
873	0.05905509386
874	0.05898308423
875	0.0589335816
876	0.05888506849
877	0.05883266547
878	0.05878353155
879	0.05875027382
880	0.05868316801
881	0.0586203056
882	0.05856647196
883	0.05849920759
884	0.05846979098
885	0.05842111544
886	0.05837507901
887	0.0583292238
888	0.05830096006
889	0.05826629594
890	0.05820664837
891	0.05814019414
892	0.05812129744
893	0.05807611459
894	0.05801890919
895	0.05798041696
896	0.05793107673
897	0.05788966207
898	0.05786393028
899	0.05782836731
900	0.05778945426
901	0.05774004037
902	0.05769487505
903	0.05766793293
904	0.05763333526
905	0.05760416344
906	0.05756559143
907	0.05753555855
908	0.05747683
909	0.05743483366
910	0.05739531607
911	0.05734978298
912	0.05729100428
913	0.05724683398
914	0.05720531365
915	0.05713820652
916	0.05710935718
917	0.05707675774
918	0.05704114078
919	0.05700022814
920	0.05695315933
921	0.05691790488
922	0.05688806086
923	0.05686192203
924	0.05682330882
925	0.0567927891
926	0.0567527724
927	0.05671267447
928	0.05667487581
929	0.0566298697
930	0.05657478463
931	0.05653850992
932	0.05646888056
933	0.0564172934
934	0.05638141052
935	0.05634521721
936	0.05632573264
937	0.0562860809
938	0.05625095801
939	0.05620326625
940	0.05617074549
941	0.05612830946
942	0.05610086898
943	0.05607220913
944	0.05602832277
945	0.0559787886
946	0.05592710489
947	0.05588943152
948	0.05586033793
949	0.05582200098
950	0.05577826093
951	0.05572562304
952	0.05570502436
953	0.05566624866
954	0.05562255068
955	0.05558514876
956	0.05553598242
957	0.05550979662
958	0.0554669939
959	0.05542291924
960	0.05537373363
961	0.05534825055
962	0.0553027435
963	0.05526097909
964	0.05523674433
965	0.05520258697
966	0.05514618772
967	0.05509980485
968	0.0550459551
969	0.05501222884
970	0.05495924936
971	0.0549067593
972	0.05487164186
973	0.05482545223
